state,age,sex,total_income,health_insurance,transport
Oregon,65,male,40400,with,NA
Washington,53,male,50000,with,"Car, truck, or van"
Washington,26,female,28000,with,"Car, truck, or van"
Washington,39,male,75000,with,"Car, truck, or van"
Washington,29,female,4300,with,NA
Oregon,76,female,17500,with,NA
Washington,35,male,2600,without,Bicycle
Oregon,69,female,13200,with,NA
Washington,69,female,16000,with,NA
Washington,50,male,100000,with,"Car, truck, or van"
Washington,31,male,205000,with,Bus or trolley bus
Washington,27,male,0,without,NA
Washington,72,male,57100,with,NA
Washington,59,female,102400,with,"Car, truck, or van"
Oregon,28,male,30000,with,"Car, truck, or van"
Washington,28,female,0,with,NA
Washington,29,female,81000,with,"Car, truck, or van"
Washington,33,female,0,with,NA
Washington,68,female,16000,with,NA
Washington,68,female,39200,with,Worked at home
Oregon,59,female,29600,with,"Car, truck, or van"
Oregon,64,male,90000,with,"Car, truck, or van"
Oregon,39,female,15000,without,Bicycle
Washington,38,male,68000,with,"Car, truck, or van"
Washington,50,female,25000,with,"Car, truck, or van"
Oregon,64,female,42600,with,NA
Oregon,63,female,44200,with,"Car, truck, or van"
Washington,33,male,19500,without,"Car, truck, or van"
Washington,62,male,8600,with,NA
Washington,54,male,220000,with,"Car, truck, or van"
Washington,75,male,75600,with,NA
Oregon,63,male,18800,with,NA
Oregon,37,female,9000,with,"Car, truck, or van"
Oregon,52,male,8000,with,NA
Oregon,58,female,63000,with,"Car, truck, or van"
Oregon,77,female,1400,with,NA
Oregon,46,male,247000,without,NA
Oregon,69,female,10500,with,NA
Washington,73,male,25000,with,"Car, truck, or van"
Washington,34,female,7400,with,NA
Washington,22,male,2000,with,NA
Oregon,39,female,8000,with,"Car, truck, or van"
Oregon,62,male,141700,with,Other
Washington,61,male,70000,with,Bus or trolley bus
Washington,58,female,30000,with,"Car, truck, or van"
Washington,90,female,25200,with,NA
Washington,45,female,50000,with,"Car, truck, or van"
Washington,26,female,1000,with,NA
Washington,74,male,75000,with,NA
Washington,78,male,93000,with,NA
Oregon,43,female,39500,with,Bicycle
Washington,64,male,14400,with,NA
Oregon,66,female,20700,with,NA
Washington,22,female,29000,with,Walked
Washington,66,female,47500,with,"Car, truck, or van"
Washington,53,male,0,with,NA
Oregon,36,male,126000,with,"Car, truck, or van"
Washington,70,female,71900,with,NA
Washington,48,female,300,with,NA
Washington,46,male,467000,with,"Car, truck, or van"
Oregon,29,female,41000,with,NA
Washington,42,male,85000,without,"Car, truck, or van"
Oregon,38,female,0,with,NA
Oregon,66,male,141000,with,NA
Washington,39,male,98000,with,"Car, truck, or van"
Washington,57,male,80140,with,"Car, truck, or van"
Oregon,81,male,7900,with,NA
Washington,38,male,120000,with,"Car, truck, or van"
Oregon,83,male,37900,with,NA
Oregon,41,female,6400,with,NA
Washington,68,female,13000,with,Walked
Washington,63,female,-4900,with,NA
Oregon,65,female,48000,with,NA
Washington,60,female,38800,with,"Car, truck, or van"
Washington,65,female,60000,with,"Car, truck, or van"
Washington,33,male,46000,without,"Car, truck, or van"
Washington,69,male,36000,with,Worked at home
Washington,68,female,31000,with,Worked at home
Washington,43,male,42000,with,"Car, truck, or van"
Washington,72,male,147500,with,"Car, truck, or van"
Washington,52,female,56000,with,"Car, truck, or van"
Oregon,72,male,95000,with,NA
Oregon,66,female,55010,with,"Car, truck, or van"
Oregon,78,male,2200,with,NA
Oregon,54,female,9600,with,NA
Oregon,81,female,15300,with,NA
Washington,53,female,130000,with,"Car, truck, or van"
Washington,64,male,38000,with,"Car, truck, or van"
Washington,24,female,20000,with,"Car, truck, or van"
Oregon,76,male,31800,with,NA
Washington,71,female,2900,with,NA
Washington,56,male,14900,with,Other
Washington,33,male,30000,with,"Car, truck, or van"
Washington,33,male,48000,without,"Car, truck, or van"
Washington,78,male,11900,with,NA
Oregon,59,male,4700,without,NA
Washington,63,female,33400,with,NA
Washington,39,male,71000,with,"Car, truck, or van"
Washington,47,male,35000,with,Bus or trolley bus
Oregon,55,male,10000,with,NA
Oregon,57,female,121600,with,"Car, truck, or van"
Oregon,50,female,17000,with,"Car, truck, or van"
Oregon,40,female,22000,with,"Car, truck, or van"
Washington,63,male,162000,with,Other
Oregon,37,male,46000,with,Worked at home
Oregon,38,female,30000,with,"Car, truck, or van"
Oregon,69,female,28800,with,NA
Washington,83,male,15600,with,NA
Washington,47,male,307000,with,Worked at home
Washington,72,female,43900,with,"Car, truck, or van"
Oregon,60,female,24000,with,NA
Washington,26,female,1100,with,NA
Washington,58,male,24000,with,"Car, truck, or van"
Washington,55,female,9000,with,Worked at home
Oregon,51,male,243000,with,"Car, truck, or van"
Oregon,37,female,18500,with,NA
Washington,69,male,15480,with,NA
Washington,65,male,31150,with,NA
Oregon,60,female,40000,with,"Car, truck, or van"
Oregon,57,male,9000,without,NA
Washington,31,female,0,with,NA
Washington,69,male,46600,with,NA
Washington,51,female,108050,with,"Car, truck, or van"
Washington,71,female,11400,with,NA
Washington,75,female,15300,with,NA
Washington,54,female,48000,with,"Car, truck, or van"
Washington,59,male,18500,with,"Car, truck, or van"
Washington,59,male,3100,with,"Car, truck, or van"
Washington,34,female,7500,with,NA
Washington,40,female,80000,with,"Car, truck, or van"
Washington,47,female,36000,with,"Car, truck, or van"
Oregon,47,female,0,with,NA
Washington,71,female,19540,with,NA
Oregon,85,female,10100,with,NA
Oregon,56,female,11700,with,"Car, truck, or van"
Oregon,29,female,52000,with,"Car, truck, or van"
Washington,53,male,170000,with,Walked
Oregon,72,male,39400,with,NA
Oregon,24,female,39000,with,Bicycle
Washington,27,male,29000,with,"Car, truck, or van"
Oregon,74,male,1700,with,NA
Washington,64,female,0,with,NA
Washington,80,female,21200,with,NA
Washington,62,female,11200,with,NA
Washington,70,male,15030,with,NA
Oregon,69,male,18000,with,NA
Washington,94,female,16800,with,NA
Washington,50,female,9000,with,NA
Oregon,58,male,30000,with,"Car, truck, or van"
Washington,63,male,83000,with,"Car, truck, or van"
Oregon,76,male,54000,with,NA
Washington,33,male,50000,with,"Car, truck, or van"
Oregon,34,male,45000,with,"Car, truck, or van"
Washington,24,male,18000,without,Bus or trolley bus
Oregon,59,female,50000,with,Worked at home
Oregon,32,female,30000,with,"Car, truck, or van"
Oregon,58,male,8000,without,NA
Oregon,46,female,139000,with,"Car, truck, or van"
Washington,44,female,0,with,NA
Washington,32,female,174000,with,"Car, truck, or van"
Oregon,72,female,33500,with,NA
Washington,71,female,12000,with,NA
Washington,51,female,9600,with,NA
Oregon,57,male,40000,with,"Car, truck, or van"
Oregon,40,female,28850,with,NA
Washington,51,female,26000,with,"Car, truck, or van"
Washington,68,male,56800,with,"Car, truck, or van"
Oregon,42,female,10000,with,NA
Oregon,64,male,7000,with,NA
Washington,50,male,18000,with,"Car, truck, or van"
Washington,33,female,6000,with,"Car, truck, or van"
Washington,57,male,36000,with,"Car, truck, or van"
Washington,23,male,18500,with,"Car, truck, or van"
Washington,55,male,110000,with,"Car, truck, or van"
Washington,45,female,145000,with,"Car, truck, or van"
Oregon,40,female,98000,with,Worked at home
Oregon,50,female,11400,with,NA
Oregon,57,female,45900,with,"Car, truck, or van"
Washington,44,female,0,with,NA
Oregon,85,male,15000,with,NA
Oregon,65,male,50900,with,"Car, truck, or van"
Oregon,25,female,30800,with,Bus or trolley bus
Washington,60,male,120,with,NA
Washington,62,male,14600,with,NA
Washington,20,female,2500,with,NA
Oregon,81,male,41350,with,NA
Oregon,79,male,15850,with,NA
Washington,77,female,18700,with,NA
Washington,51,male,128000,with,"Car, truck, or van"
Oregon,32,female,10,with,"Car, truck, or van"
Washington,73,female,24100,with,NA
Washington,27,male,75000,with,"Car, truck, or van"
Washington,32,female,61200,with,"Car, truck, or van"
Washington,65,male,45400,with,"Car, truck, or van"
Oregon,60,male,50000,with,"Car, truck, or van"
Oregon,60,male,23000,without,"Car, truck, or van"
Washington,47,male,80750,with,"Car, truck, or van"
Washington,44,female,60000,with,NA
Washington,42,female,15600,with,Walked
Washington,44,male,103000,with,"Car, truck, or van"
Washington,34,male,90000,with,"Car, truck, or van"
Washington,32,female,240000,with,"Car, truck, or van"
Washington,20,female,25000,with,"Car, truck, or van"
Washington,62,male,21900,with,"Car, truck, or van"
Washington,27,female,19700,with,"Car, truck, or van"
Washington,69,male,36700,with,NA
Washington,35,male,25500,with,Walked
Washington,51,male,4000,without,"Car, truck, or van"
Washington,44,female,5700,with,NA
Washington,44,female,44000,with,"Car, truck, or van"
Washington,49,female,63000,with,"Car, truck, or van"
Oregon,33,female,33400,with,"Car, truck, or van"
Washington,57,male,85000,with,"Car, truck, or van"
Washington,60,male,80000,with,NA
Oregon,35,female,42000,with,"Car, truck, or van"
Washington,37,male,135500,with,Other
Washington,39,male,138400,with,Worked at home
Washington,47,male,94400,with,Bus or trolley bus
Oregon,40,female,50000,with,NA
Washington,59,male,47000,with,NA
Washington,79,male,17300,with,NA
Washington,94,female,25500,with,NA
Oregon,62,female,41000,with,"Car, truck, or van"
Washington,60,male,35000,with,"Car, truck, or van"
Oregon,63,male,49850,with,NA
Washington,52,female,63000,with,"Car, truck, or van"
Oregon,65,male,70000,with,NA
Oregon,28,female,29200,without,"Car, truck, or van"
Washington,53,female,50000,with,"Car, truck, or van"
Washington,52,female,25000,with,Worked at home
Washington,54,male,140500,with,"Car, truck, or van"
Washington,72,female,24700,with,NA
Washington,81,male,42000,with,"Car, truck, or van"
Washington,53,male,30000,with,"Car, truck, or van"
Oregon,69,male,96200,with,Other
Washington,46,female,32300,with,"Car, truck, or van"
Oregon,59,male,51500,with,"Car, truck, or van"
Washington,61,female,22000,with,"Car, truck, or van"
Oregon,62,male,35000,with,NA
Washington,73,female,5280,with,NA
Oregon,36,female,7300,with,NA
Washington,46,female,52000,with,"Car, truck, or van"
Washington,59,female,383000,with,"Car, truck, or van"
Oregon,58,male,50000,with,"Car, truck, or van"
Oregon,88,female,16200,with,NA
Washington,74,male,229400,with,NA
Washington,83,female,53800,with,"Car, truck, or van"
Washington,48,male,89000,with,"Car, truck, or van"
Washington,67,female,21800,with,NA
Washington,69,male,25000,with,NA
Oregon,26,female,60000,with,NA
Washington,60,female,60000,with,"Car, truck, or van"
Oregon,52,male,114000,with,"Car, truck, or van"
Washington,46,male,95000,with,"Car, truck, or van"
Washington,46,male,44000,with,"Car, truck, or van"
Washington,46,male,80000,with,Worked at home
Oregon,20,female,2000,with,"Car, truck, or van"
Oregon,94,female,29400,with,NA
Washington,69,male,51000,with,"Car, truck, or van"
Washington,80,male,39200,with,NA
Washington,57,male,220000,with,"Car, truck, or van"
Washington,40,male,122000,with,"Car, truck, or van"
Washington,55,female,25000,with,"Car, truck, or van"
Oregon,70,female,43600,with,Worked at home
Washington,90,male,49590,with,NA
Washington,53,male,31700,with,"Car, truck, or van"
Oregon,71,female,17740,with,NA
Washington,73,male,38800,with,NA
Oregon,80,male,0,without,NA
Washington,73,female,11800,with,NA
Washington,38,male,55000,with,"Car, truck, or van"
Oregon,38,male,132000,with,"Car, truck, or van"
Oregon,31,female,25000,with,"Car, truck, or van"
Oregon,31,male,58000,with,Bicycle
Washington,23,female,33000,with,"Car, truck, or van"
Washington,59,female,26650,with,Worked at home
Oregon,54,female,15000,with,"Car, truck, or van"
Oregon,61,female,0,without,NA
Washington,71,male,15000,with,NA
Oregon,63,male,46150,with,NA
Oregon,33,male,50000,with,"Car, truck, or van"
Washington,27,male,125700,with,Bus or trolley bus
Oregon,32,male,90000,with,"Car, truck, or van"
Washington,40,male,65000,with,Worked at home
Washington,79,male,37500,with,NA
Oregon,36,female,26000,with,"Car, truck, or van"
Washington,43,male,217800,with,Other
Washington,52,female,86410,with,"Car, truck, or van"
Washington,66,male,393800,with,"Car, truck, or van"
Oregon,38,male,60010,with,"Car, truck, or van"
Washington,46,female,5000,without,NA
Oregon,51,female,20000,with,"Car, truck, or van"
Oregon,46,male,55000,with,"Car, truck, or van"
Oregon,82,male,53200,with,NA
Washington,66,female,43500,with,NA
Washington,54,male,63000,with,"Car, truck, or van"
Washington,46,male,64000,with,"Car, truck, or van"
Oregon,69,female,29500,with,NA
Washington,29,male,9600,with,NA
Washington,53,female,8700,with,NA
Washington,67,male,50500,with,NA
Oregon,68,male,146200,with,"Car, truck, or van"
Oregon,68,female,71400,with,"Car, truck, or van"
Washington,30,female,19000,with,"Car, truck, or van"
Washington,71,male,74000,with,NA
Washington,45,female,2500,with,NA
Oregon,50,female,11700,with,NA
Oregon,42,male,38000,without,"Car, truck, or van"
Oregon,45,male,38000,with,"Car, truck, or van"
Oregon,24,male,69000,with,"Car, truck, or van"
Oregon,78,male,24900,with,NA
Oregon,52,male,132000,with,"Car, truck, or van"
Oregon,51,female,38000,without,"Car, truck, or van"
Washington,69,female,27900,with,NA
Washington,32,female,9130,with,NA
Washington,40,female,36900,without,"Car, truck, or van"
Oregon,66,female,144620,with,"Car, truck, or van"
Washington,56,female,0,without,NA
Oregon,51,female,64000,with,NA
Washington,70,female,68600,with,NA
Oregon,63,male,12700,with,Worked at home
Washington,57,male,35000,with,"Car, truck, or van"
Washington,73,female,8800,with,NA
Washington,69,male,228000,with,NA
Washington,26,male,4500,with,"Car, truck, or van"
Washington,39,female,30000,with,"Car, truck, or van"
Washington,63,female,142000,with,"Car, truck, or van"
Washington,31,male,35000,with,Walked
Washington,56,female,18000,with,"Car, truck, or van"
Oregon,32,female,26000,with,"Car, truck, or van"
Washington,51,male,36000,with,"Car, truck, or van"
Oregon,86,male,20000,with,NA
Washington,57,male,13300,with,NA
Oregon,74,female,7200,with,NA
Oregon,32,male,95000,with,Worked at home
Washington,54,female,12100,with,"Car, truck, or van"
Washington,52,female,57000,with,Walked
Oregon,35,female,70000,with,"Car, truck, or van"
Washington,74,male,40000,with,NA
Oregon,41,male,100000,with,"Car, truck, or van"
Washington,70,female,43900,with,NA
Washington,59,female,1000,with,NA
Washington,57,female,76210,with,"Car, truck, or van"
Washington,33,female,65000,with,"Car, truck, or van"
Washington,62,male,34900,with,NA
Washington,78,male,34100,with,NA
Washington,57,male,221600,with,"Car, truck, or van"
Oregon,60,female,26000,with,"Car, truck, or van"
Oregon,27,female,41020,with,Walked
Washington,54,female,13400,with,NA
Oregon,43,male,10000,with,"Car, truck, or van"
Oregon,94,male,78300,with,NA
Oregon,58,female,8400,without,NA
Washington,53,female,0,with,NA
Oregon,52,female,120000,with,"Car, truck, or van"
Oregon,61,male,0,with,NA
Oregon,46,male,28050,with,"Car, truck, or van"
Washington,82,male,75700,with,NA
Washington,68,female,15900,with,NA
Washington,52,male,43000,with,Other
Oregon,39,male,21000,with,NA
Washington,43,female,15000,with,NA
Washington,83,male,15600,with,NA
Oregon,81,female,30900,with,NA
Washington,74,female,45000,with,NA
Washington,53,male,55000,with,NA
Washington,51,male,101000,with,"Car, truck, or van"
Washington,25,male,5000,with,NA
Washington,65,male,12400,with,NA
Washington,37,male,55000,with,"Car, truck, or van"
Washington,47,male,153000,with,Bus or trolley bus
Washington,33,male,18000,with,NA
Washington,40,male,140000,with,"Car, truck, or van"
Washington,37,male,50000,with,"Car, truck, or van"
Oregon,62,female,28200,with,Other
Washington,38,male,28700,with,"Car, truck, or van"
Oregon,36,male,33000,with,"Car, truck, or van"
Oregon,55,male,63000,with,"Car, truck, or van"
Washington,85,male,16700,with,NA
Washington,57,male,12700,with,NA
Oregon,56,male,20000,with,Worked at home
Washington,42,female,20300,with,"Car, truck, or van"
Oregon,54,male,90000,with,"Car, truck, or van"
Oregon,78,female,11800,with,NA
Oregon,51,female,13300,with,NA
Washington,60,female,0,with,NA
Washington,49,female,10500,with,"Car, truck, or van"
Washington,49,female,80900,with,"Car, truck, or van"
Washington,71,male,78800,with,NA
Oregon,52,female,122300,with,"Car, truck, or van"
Washington,88,male,28600,with,NA
Washington,89,male,83300,with,NA
Washington,38,female,180100,with,"Car, truck, or van"
